po_id,project_id,material_id,supplier_id,po_date,required_date,ordered_quantity,unit_price,total_value,payment_terms_days,priority,po_status,expected_delivery_date
PO-0000191,PRJ-0002,MAT-0055,SUP-0286,2025-12-01,2026-01-23,24,2181.72,52361.28,30,Normal,Open,2026-01-07
PO-0000192,PRJ-0002,MAT-0020,SUP-0307,2025-12-22,2026-03-28,600,3364.15,2018490.0,45,Normal,Delivered,2026-03-12
PO-0000193,PRJ-0002,MAT-0087,SUP-0340,2026-06-27,2026-09-09,108,3012.7,325371.6,45,Normal,Delivered,2026-08-21
PO-0000194,PRJ-0002,MAT-0215,SUP-0077,2025-12-24,2026-01-18,176,12098.93,2129411.68,90,Normal,Closed,2025-12-28
PO-0000195,PRJ-0002,MAT-0098,SUP-0083,2025-11-09,2025-12-06,80,1181.22,94497.6,60,Normal,Delivered,2025-11-16
PO-0000196,PRJ-0002,MAT-0230,SUP-0016,2025-10-26,2025-11-29,520,9605.54,4994880.8,60,Normal,Delivered,2025-11-09
PO-0000197,PRJ-0002,MAT-0071,SUP-0062,2026-02-03,2026-05-01,1078,30940.35,33353697.3,90,Critical,Delivered,2026-04-29
PO-0000198,PRJ-0002,MAT-0173,SUP-0209,2026-05-14,2026-08-24,672,1751.66,1177115.52,30,Normal,Closed,2026-08-05
PO-0000199,PRJ-0002,MAT-0102,SUP-0036,2025-10-25,2025-12-20,180,7814.02,1406523.6,60,Normal,Closed,2025-12-11
PO-0000200,PRJ-0002,MAT-0041,SUP-0223,2026-03-17,2026-05-01,306,5875.93,1798034.58,90,Normal,Delivered,2026-04-16
PO-0000201,PRJ-0002,MAT-0238,SUP-0022,2026-01-20,2026-03-17,567,9907.61,5617614.87,30,Normal,Closed,2026-03-01
PO-0000202,PRJ-0002,MAT-0009,SUP-0062,2025-10-21,2025-11-27,564,9269.61,5228060.04,90,Normal,Closed,2025-11-14
PO-0000203,PRJ-0002,MAT-0161,SUP-0196,2025-11-25,2025-12-23,297,1828.26,542993.22,30,Normal,Partially Delivered,2025-12-04
PO-0000204,PRJ-0002,MAT-0001,SUP-0250,2026-03-06,2026-06-06,20,13280.16,265603.2,90,Normal,Closed,2026-05-23
PO-0000205,PRJ-0002,MAT-0126,SUP-0059,2026-01-08,2026-04-05,108,1967.79,212521.32,30,Normal,Delivered,2026-03-15
PO-0000206,PRJ-0002,MAT-0017,SUP-0020,2026-07-19,2026-08-16,910,7628.34,6941789.4,60,Normal,Delivered,2026-07-27
PO-0000207,PRJ-0002,MAT-0077,SUP-0330,2025-10-19,2025-11-18,50,1547.97,77398.5,30,Critical,Closed,2025-11-13
PO-0000208,PRJ-0002,MAT-0147,SUP-0070,2025-11-19,2025-12-18,134,9493.24,1272094.16,30,Normal,Delivered,2025-12-12
PO-0000209,PRJ-0002,MAT-0156,SUP-0236,2026-02-16,2026-04-01,474,6829.52,3237192.48,90,Normal,Closed,2026-03-10
PO-0000210,PRJ-0002,MAT-0146,SUP-0062,2026-07-15,2026-09-13,520,711.46,369959.2,90,Normal,Delivered,2026-08-27
PO-0000211,PRJ-0002,MAT-0125,SUP-0136,2026-01-14,2026-03-23,287,4614.72,1324424.64,30,Normal,Open,2026-03-13
PO-0000212,PRJ-0002,MAT-0237,SUP-0104,2026-04-12,2026-06-07,420,10085.96,4236103.2,45,High,Open,2026-05-22
PO-0000213,PRJ-0003,MAT-0142,SUP-0309,2020-08-29,2020-10-15,80,1448.84,115907.2,60,High,Partially Delivered,2020-10-02
PO-0000214,PRJ-0003,MAT-0110,SUP-0074,2020-10-07,2020-12-10,248,1623.28,402573.44,30,Normal,Open,2020-11-25
PO-0000215,PRJ-0003,MAT-0015,SUP-0271,2020-01-30,2020-04-05,869,9652.18,8387744.42,60,Normal,Closed,2020-03-25
PO-0000216,PRJ-0003,MAT-0193,SUP-0086,2020-02-20,2020-03-06,490,31533.44,15451385.6,30,High,Closed,2020-02-27
PO-0000217,PRJ-0003,MAT-0201,SUP-0130,2019-11-08,2019-12-05,28,4583.09,128326.52,45,Normal,Delivered,2019-11-22
PO-0000218,PRJ-0003,MAT-0020,SUP-0065,2019-10-26,2020-01-30,600,3268.4,1961040.0,45,Normal,Delivered,2020-01-16
PO-0000219,PRJ-0003,MAT-0192,SUP-0175,2020-04-03,2020-05-29,140,2247.09,314592.6,30,High,Delivered,2020-05-19
PO-0000220,PRJ-0003,MAT-0239,SUP-0166,2020-08-23,2020-12-03,128,8807.49,1127358.72,45,Normal,Closed,2020-11-17
PO-0000221,PRJ-0003,MAT-0197,SUP-0323,2020-12-01,2021-01-06,3,646.34,1939.02,90,Normal,Delivered,2021-02-01
PO-0000222,PRJ-0003,MAT-0154,SUP-0341,2020-09-04,2020-10-10,236,418.47,98758.92,30,Normal,Delivered,2020-09-26
PO-0000223,PRJ-0003,MAT-0102,SUP-0069,2020-04-01,2020-05-27,120,6681.65,801798.0,30,Normal,Open,2020-05-13
PO-0000224,PRJ-0003,MAT-0244,SUP-0187,2019-12-03,2020-02-14,77,5111.28,393568.56,30,High,Partially Delivered,2020-02-04
PO-0000225,PRJ-0003,MAT-0130,SUP-0251,2020-10-16,2020-11-03,238,2329.26,554363.88,45,High,Delivered,2020-10-23
PO-0000226,PRJ-0003,MAT-0154,SUP-0082,2019-11-24,2019-12-30,413,404.57,167087.41,60,Normal,Open,2019-12-14
PO-0000227,PRJ-0003,MAT-0154,SUP-0068,2019-09-26,2019-11-01,354,356.98,126370.92,60,Normal,Delivered,2019-10-17
PO-0000228,PRJ-0003,MAT-0043,SUP-0347,2019-09-14,2019-10-17,356,27253.87,9702377.72,90,Normal,Delivered,2019-09-27
PO-0000229,PRJ-0003,MAT-0102,SUP-0297,2020-08-05,2020-09-30,195,7731.18,1507580.1,60,High,Partially Delivered,2020-09-12
PO-0000230,PRJ-0003,MAT-0229,SUP-0019,2019-10-18,2019-12-04,276,3614.37,997566.12,30,Normal,Closed,2019-11-20
PO-0000231,PRJ-0003,MAT-0166,SUP-0245,2019-12-02,2020-01-03,448,4066.98,1822007.04,30,High,Closed,2019-12-25
PO-0000232,PRJ-0003,MAT-0212,SUP-0278,2020-09-28,2020-11-24,689,30425.8,20963376.2,45,Normal,Delivered,2020-11-10
PO-0000233,PRJ-0003,MAT-0186,SUP-0287,2020-04-11,2020-05-02,474,4200.97,1991259.78,90,Normal,Partially Delivered,2020-04-20
PO-0000234,PRJ-0003,MAT-0014,SUP-0314,2020-10-29,2021-01-06,672,13555.2,9109094.4,90,High,Delivered,2021-01-16
PO-0000235,PRJ-0003,MAT-0086,SUP-0045,2020-09-26,2020-10-27,765,9680.13,7405299.45,45,Critical,Delivered,2020-10-21
PO-0000236,PRJ-0003,MAT-0212,SUP-0045,2020-04-02,2020-05-29,212,33634.28,7130467.36,45,Normal,Delivered,2020-05-14
PO-0000237,PRJ-0003,MAT-0128,SUP-0123,2019-09-22,2019-10-10,425,2282.01,969854.25,60,Critical,Open,2019-10-05
PO-0000238,PRJ-0003,MAT-0010,SUP-0192,2020-08-17,2020-11-04,664,8437.36,5602407.04,90,High,Delivered,2020-10-25
PO-0000239,PRJ-0003,MAT-0141,SUP-0086,2020-12-21,2021-01-06,304,6881.94,2092109.76,30,Normal,Delivered,2021-01-06
PO-0000240,PRJ-0003,MAT-0135,SUP-0103,2020-12-08,2021-01-06,650,1512.48,983112.0,45,Normal,Delivered,2021-02-13
PO-0000241,PRJ-0003,MAT-0126,SUP-0340,2020-11-22,2021-01-06,54,1918.34,103590.36,45,High,Delivered,2021-01-25
PO-0000242,PRJ-0003,MAT-0045,SUP-0014,2020-04-25,2020-06-15,372,4242.31,1578139.32,60,Critical,Open,2020-06-11
PO-0000243,PRJ-0003,MAT-0228,SUP-0100,2020-12-30,2021-01-06,450,6211.96,2795382.0,60,High,Delivered,2021-03-06
PO-0000244,PRJ-0003,MAT-0171,SUP-0192,2020-09-13,2020-11-21,343,783.7,268809.1,90,Normal,Closed,2020-11-04
PO-0000245,PRJ-0003,MAT-0217,SUP-0156,2020-12-01,2021-01-06,972,6824.86,6633763.92,45,Normal,Delivered,2021-02-25
PO-0000246,PRJ-0003,MAT-0040,SUP-0340,2020-10-01,2020-12-26,534,24326.61,12990409.74,45,High,Closed,2020-12-15
PO-0000247,PRJ-0003,MAT-0061,SUP-0315,2019-10-21,2019-12-07,588,6934.22,4077321.36,30,High,Closed,2019-11-27
PO-0000248,PRJ-0003,MAT-0105,SUP-0095,2020-01-08,2020-02-11,10,5629.89,56298.9,30,Normal,Open,2020-01-24
PO-0000249,PRJ-0003,MAT-0231,SUP-0053,2020-06-06,2020-07-27,119,22299.66,2653659.54,30,Normal,Delivered,2020-07-05
PO-0000250,PRJ-0003,MAT-0178,SUP-0038,2019-09-07,2019-12-01,30,5051.13,151533.9,90,Normal,Delivered,2019-11-16
PO-0000251,PRJ-0003,MAT-0085,SUP-0169,2019-11-19,2020-01-12,195,4901.83,955856.85,30,Normal,Delivered,2020-01-04
PO-0000252,PRJ-0003,MAT-0155,SUP-0199,2020-12-23,2021-01-06,108,10431.92,1126647.36,90,Normal,Closed,2021-01-16
PO-0000253,PRJ-0003,MAT-0233,SUP-0064,2020-02-18,2020-04-05,637,6957.77,4432099.49,90,Normal,Closed,2020-03-20
PO-0000254,PRJ-0003,MAT-0022,SUP-0322,2019-09-07,2019-10-24,120,1244.58,149349.6,60,Normal,Closed,2019-10-09
PO-0000255,PRJ-0003,MAT-0003,SUP-0050,2020-11-21,2021-01-06,560,5824.46,3261697.6,90,High,Closed,2021-02-13
PO-0000256,PRJ-0003,MAT-0054,SUP-0287,2020-05-14,2020-08-11,660,4715.5,3112230.0,90,Normal,Delivered,2020-07-22
PO-0000257,PRJ-0003,MAT-0097,SUP-0161,2020-01-11,2020-03-17,55,21731.8,1195249.0,45,High,Delivered,2020-02-25
PO-0000258,PRJ-0003,MAT-0195,SUP-0053,2019-10-04,2019-11-26,174,14465.02,2516913.48,30,Normal,Closed,2019-11-12
PO-0000259,PRJ-0003,MAT-0234,SUP-0069,2020-06-29,2020-09-21,1140,678.19,773136.6,30,Normal,Delivered,2020-09-08
PO-0000260,PRJ-0003,MAT-0124,SUP-0172,2020-11-14,2020-12-03,126,512.52,64577.52,90,Normal,Delivered,2020-11-18
PO-0000261,PRJ-0003,MAT-0215,SUP-0061,2019-11-24,2019-12-19,96,11571.75,1110888.0,60,High,Open,2019-12-01
PO-0000262,PRJ-0003,MAT-0168,SUP-0302,2020-03-30,2020-07-06,781,1817.18,1419217.58,30,Normal,Open,2020-06-17
PO-0000263,PRJ-0003,MAT-0064,SUP-0008,2020-10-05,2020-10-31,249,1848.37,460244.13,45,Normal,Closed,2020-10-15
PO-0000264,PRJ-0003,MAT-0184,SUP-0043,2019-12-15,2020-02-16,40,1517.0,60680.0,45,High,Open,2020-02-01
PO-0000265,PRJ-0003,MAT-0146,SUP-0204,2019-12-27,2020-02-27,320,799.28,255769.6,90,Normal,Delivered,2020-02-07
PO-0000266,PRJ-0003,MAT-0114,SUP-0110,2020-06-25,2020-08-29,234,8636.45,2020929.3,60,Normal,Delivered,2020-08-08
PO-0000267,PRJ-0003,MAT-0090,SUP-0001,2020-06-27,2020-09-15,332,3095.3,1027639.6,60,High,Closed,2020-09-05
PO-0000268,PRJ-0003,MAT-0012,SUP-0322,2019-11-18,2020-02-16,396,6432.41,2547234.36,60,Normal,Delivered,2020-01-29
PO-0000269,PRJ-0003,MAT-0211,SUP-0086,2020-11-16,2020-12-23,32,2231.43,71405.76,30,Normal,Partially Delivered,2020-12-03
PO-0000270,PRJ-0003,MAT-0140,SUP-0220,2020-04-25,2020-05-23,36,10854.94,390777.84,30,Critical,Delivered,2020-05-18
PO-0000271,PRJ-0003,MAT-0128,SUP-0020,2020-05-03,2020-05-21,1190,2363.3,2812327.0,60,Critical,Delivered,2020-05-16
PO-0000272,PRJ-0003,MAT-0158,SUP-0306,2020-06-13,2020-07-31,209,3043.1,636007.9,45,Critical,Delivered,2020-07-28
PO-0000273,PRJ-0003,MAT-0012,SUP-0041,2020-04-24,2020-07-23,924,6675.66,6168309.84,60,Normal,Open,2020-07-05
PO-0000274,PRJ-0003,MAT-0134,SUP-0182,2020-07-10,2020-09-15,858,1693.93,1453391.94,45,High,Delivered,2020-09-10
PO-0000275,PRJ-0003,MAT-0194,SUP-0308,2020-03-25,2020-05-31,288,5529.7,1592553.6,60,High,Closed,2020-05-20
PO-0000276,PRJ-0003,MAT-0137,SUP-0178,2020-03-20,2020-05-02,270,1039.3,280611.0,30,High,Delivered,2020-04-20
PO-0000277,PRJ-0003,MAT-0117,SUP-0291,2020-02-10,2020-05-14,172,8247.48,1418566.56,45,Critical,Partially Delivered,2020-05-09
PO-0000278,PRJ-0003,MAT-0060,SUP-0299,2020-08-30,2020-12-03,12,6965.83,83589.96,90,Normal,Partially Delivered,2020-11-11
PO-0000279,PRJ-0003,MAT-0239,SUP-0350,2020-03-04,2020-06-14,96,8027.97,770685.12,90,Normal,Closed,2020-05-26
PO-0000280,PRJ-0003,MAT-0135,SUP-0239,2020-08-10,2020-11-04,195,1430.16,278881.2,90,Normal,Delivered,2020-10-18
PO-0000281,PRJ-0003,MAT-0215,SUP-0124,2020-02-27,2020-03-23,64,11416.16,730634.24,90,Normal,Delivered,2020-03-03
PO-0000282,PRJ-0003,MAT-0102,SUP-0039,2020-04-17,2020-06-12,90,7479.5,673155.0,30,Normal,Closed,2020-05-27
PO-0000283,PRJ-0003,MAT-0139,SUP-0184,2020-02-05,2020-05-02,264,16878.93,4456037.52,60,High,Delivered,2020-04-19
PO-0000284,PRJ-0003,MAT-0049,SUP-0060,2019-12-17,2020-01-30,561,14574.79,8176457.19,30,Normal,Delivered,2020-01-16
PO-0000285,PRJ-0003,MAT-0095,SUP-0038,2020-10-26,2020-11-12,672,10146.42,6818394.24,90,High,Closed,2020-11-01
PO-0000286,PRJ-0003,MAT-0057,SUP-0130,2020-04-25,2020-05-17,288,1615.51,465266.88,45,Normal,Closed,2020-05-04
PO-0000287,PRJ-0003,MAT-0240,SUP-0166,2020-04-29,2020-06-01,988,4517.1,4462894.8,45,High,Open,2020-05-22
PO-0000288,PRJ-0003,MAT-0009,SUP-0274,2020-04-15,2020-05-22,846,9642.13,8157241.98,30,Normal,Delivered,2020-05-10
PO-0000289,PRJ-0003,MAT-0040,SUP-0164,2020-08-12,2020-11-06,1068,22102.96,23605961.28,30,Normal,Closed,2020-10-26
PO-0000290,PRJ-0003,MAT-0188,SUP-0090,2020-11-01,2020-12-17,180,1765.35,317763.0,60,Normal,Delivered,2020-11-27
PO-0000291,PRJ-0003,MAT-0063,SUP-0188,2020-03-23,2020-06-03,252,8202.68,2067075.36,45,Normal,Delivered,2020-05-15
PO-0000292,PRJ-0003,MAT-0231,SUP-0301,2019-11-24,2020-01-14,68,19013.64,1292927.52,90,Normal,Delivered,2019-12-24
PO-0000293,PRJ-0003,MAT-0155,SUP-0140,2020-08-26,2020-10-08,180,10747.04,1934467.2,60,Normal,Delivered,2020-09-18
PO-0000294,PRJ-0003,MAT-0184,SUP-0093,2019-10-27,2019-12-29,440,1778.32,782460.8,60,Normal,Delivered,2019-12-13
PO-0000295,PRJ-0003,MAT-0040,SUP-0100,2019-08-20,2019-11-14,1246,23032.34,28698295.64,60,High,Delivered,2019-11-04
PO-0000296,PRJ-0003,MAT-0185,SUP-0350,2020-09-11,2020-11-12,648,4282.69,2775183.12,90,Normal,Delivered,2020-11-02
PO-0000297,PRJ-0003,MAT-0029,SUP-0034,2020-11-06,2020-12-07,632,1719.37,1086641.84,90,Normal,Delivered,2020-11-19
PO-0000298,PRJ-0003,MAT-0089,SUP-0227,2019-10-02,2020-01-07,594,6470.97,3843756.18,45,Normal,Delivered,2019-12-26
PO-0000299,PRJ-0003,MAT-0076,SUP-0290,2020-03-25,2020-05-15,234,22331.14,5225486.76,30,Normal,Delivered,2020-05-05
PO-0000300,PRJ-0003,MAT-0168,SUP-0099,2020-12-27,2021-01-06,142,1609.08,228489.36,30,Normal,Closed,2021-03-19
PO-0000301,PRJ-0003,MAT-0222,SUP-0067,2020-12-20,2021-01-06,693,4032.48,2794508.64,90,Normal,Delivered,2021-03-01
PO-0000302,PRJ-0003,MAT-0059,SUP-0188,2020-04-08,2020-05-25,276,4180.33,1153771.08,45,Normal,Closed,2020-05-05
PO-0000303,PRJ-0003,MAT-0077,SUP-0192,2019-10-16,2019-11-15,20,1410.18,28203.6,90,Critical,Partially Delivered,2019-11-10
PO-0000304,PRJ-0003,MAT-0023,SUP-0076,2020-03-08,2020-05-15,608,3219.62,1957528.96,30,Critical,Closed,2020-05-10
PO-0000305,PRJ-0003,MAT-0173,SUP-0252,2020-09-19,2020-12-30,96,1675.0,160800.0,90,Normal,Delivered,2020-12-10
PO-0000306,PRJ-0003,MAT-0249,SUP-0188,2020-10-21,2020-12-21,711,12102.63,8604969.93,45,Normal,Open,2020-12-08
PO-0000307,PRJ-0003,MAT-0221,SUP-0019,2020-05-16,2020-09-02,435,4013.63,1745929.05,30,High,Closed,2020-08-16
PO-0000308,PRJ-0003,MAT-0084,SUP-0188,2020-08-20,2020-09-22,110,21844.59,2402904.9,45,Normal,Delivered,2020-09-05
PO-0000309,PRJ-0003,MAT-0069,SUP-0045,2020-06-27,2020-08-20,408,30063.98,12266103.84,45,High,Delivered,2020-08-06
PO-0000310,PRJ-0003,MAT-0036,SUP-0340,2020-04-29,2020-08-14,230,3119.27,717432.1,45,Normal,Closed,2020-07-25
PO-0000311,PRJ-0003,MAT-0005,SUP-0169,2020-01-11,2020-04-03,28,2696.87,75512.36,30,Normal,Partially Delivered,2020-03-21
PO-0000312,PRJ-0003,MAT-0180,SUP-0130,2020-12-16,2021-01-06,91,12985.64,1181693.24,45,Critical,Closed,2021-01-25
PO-0000313,PRJ-0003,MAT-0205,SUP-0086,2020-07-16,2020-08-30,55,3812.74,209700.7,30,Normal,Open,2020-08-11
PO-0000314,PRJ-0003,MAT-0138,SUP-0265,2020-11-03,2021-01-06,423,10755.64,4549635.72,60,Normal,Delivered,2021-01-18
PO-0000315,PRJ-0003,MAT-0124,SUP-0126,2019-12-22,2020-01-10,117,437.36,51171.12,90,Normal,Delivered,2019-12-28
PO-0000316,PRJ-0003,MAT-0116,SUP-0311,2020-10-10,2020-12-30,168,2168.8,364358.4,60,Normal,Delivered,2020-12-10
PO-0000317,PRJ-0003,MAT-0178,SUP-0187,2020-04-02,2020-06-26,105,4545.59,477286.95,30,Normal,Open,2020-06-11
PO-0000318,PRJ-0003,MAT-0091,SUP-0032,2020-12-08,2021-01-06,372,5150.85,1916116.2,60,Critical,Delivered,2021-02-06
PO-0000319,PRJ-0003,MAT-0201,SUP-0031,2020-08-23,2020-09-19,182,5274.59,959975.38,30,Normal,Delivered,2020-09-04
PO-0000320,PRJ-0003,MAT-0112,SUP-0278,2019-12-20,2020-01-28,384,2158.75,828960.0,45,High,Closed,2020-01-13
PO-0000321,PRJ-0003,MAT-0042,SUP-0147,2020-11-29,2021-01-06,234,24791.49,5801208.66,30,Normal,Delivered,2021-01-05
PO-0000322,PRJ-0003,MAT-0118,SUP-0019,2019-11-27,2020-02-28,320,4096.15,1310768.0,30,Normal,Delivered,2020-02-20
PO-0000323,PRJ-0003,MAT-0152,SUP-0267,2019-11-11,2020-02-20,150,1034.6,155190.0,60,Normal,Delivered,2020-02-07
PO-0000324,PRJ-0003,MAT-0154,SUP-0204,2019-12-03,2020-01-08,295,348.83,102904.85,90,High,Open,2019-12-28
PO-0000325,PRJ-0003,MAT-0100,SUP-0156,2020-05-11,2020-07-12,142,4022.7,571223.4,45,Normal,Closed,2020-06-22
PO-0000326,PRJ-0003,MAT-0047,SUP-0003,2020-11-06,2021-01-06,516,2164.09,1116670.44,30,High,Delivered,2020-12-29
PO-0000327,PRJ-0003,MAT-0125,SUP-0283,2019-09-21,2019-11-28,205,4177.82,856453.1,30,Normal,Delivered,2019-11-18
PO-0000328,PRJ-0003,MAT-0244,SUP-0090,2019-12-20,2020-03-02,847,5051.64,4278739.08,60,High,Delivered,2020-02-21
PO-0000329,PRJ-0003,MAT-0121,SUP-0287,2019-11-30,2020-01-30,66,3445.39,227395.74,90,Normal,Delivered,2020-01-10
PO-0000330,PRJ-0003,MAT-0180,SUP-0061,2020-01-14,2020-02-24,26,12525.92,325673.92,60,Critical,Delivered,2020-02-21
PO-0000331,PRJ-0003,MAT-0191,SUP-0086,2019-11-04,2020-01-24,396,24653.8,9762904.8,30,High,Delivered,2020-01-14
PO-0000332,PRJ-0003,MAT-0004,SUP-0042,2020-07-28,2020-11-05,56,6527.35,365531.6,90,Normal,Delivered,2020-10-16
PO-0000333,PRJ-0003,MAT-0226,SUP-0257,2020-10-12,2020-12-29,264,3668.61,968513.04,90,High,Closed,2020-12-19
PO-0000334,PRJ-0003,MAT-0122,SUP-0181,2020-09-05,2020-12-11,15,23925.36,358880.4,60,Normal,Delivered,2020-11-26
PO-0000335,PRJ-0003,MAT-0030,SUP-0150,2020-07-07,2020-09-16,413,1280.45,528825.85,45,Normal,Open,2020-09-01
PO-0000336,PRJ-0003,MAT-0167,SUP-0073,2020-04-17,2020-07-03,740,23951.09,17723806.6,30,Normal,Delivered,2020-06-21
PO-0000337,PRJ-0003,MAT-0117,SUP-0255,2020-03-20,2020-06-22,301,7176.36,2160084.36,30,Critical,Open,2020-06-17
PO-0000338,PRJ-0003,MAT-0189,SUP-0199,2020-03-23,2020-06-23,340,1679.44,571009.6,90,Normal,Open,2020-06-13
PO-0000339,PRJ-0003,MAT-0054,SUP-0233,2020-12-19,2021-01-06,180,4741.95,853551.0,60,Normal,Delivered,2021-02-26
PO-0000340,PRJ-0003,MAT-0047,SUP-0126,2020-03-13,2020-05-15,430,2225.96,957162.8,90,High,Closed,2020-05-07
PO-0000341,PRJ-0003,MAT-0045,SUP-0182,2020-02-16,2020-04-07,1023,4642.96,4749748.08,45,Critical,Delivered,2020-04-03
PO-0000342,PRJ-0003,MAT-0004,SUP-0043,2019-12-22,2020-03-31,35,6862.78,240197.3,45,Normal,Closed,2020-03-14
PO-0000343,PRJ-0003,MAT-0203,SUP-0101,2020-08-17,2020-08-31,752,6953.19,5228798.88,60,Critical,Closed,2020-08-28
PO-0000344,PRJ-0003,MAT-0208,SUP-0044,2020-05-11,2020-06-26,162,1518.88,246058.56,60,High,Delivered,2020-06-19
PO-0000345,PRJ-0003,MAT-0008,SUP-0253,2020-06-07,2020-09-02,266,10250.87,2726731.42,60,Normal,Delivered,2020-08-19
PO-0000346,PRJ-0003,MAT-0216,SUP-0046,2020-05-27,2020-09-06,80,16753.13,1340250.4,30,Normal,Delivered,2020-08-25
PO-0000347,PRJ-0003,MAT-0023,SUP-0308,2020-05-10,2020-07-17,380,3308.84,1257359.2,60,Critical,Partially Delivered,2020-07-10
PO-0000348,PRJ-0003,MAT-0189,SUP-0142,2020-03-30,2020-06-30,476,1471.35,700362.6,30,Normal,Delivered,2020-06-20
PO-0000349,PRJ-0003,MAT-0148,SUP-0031,2019-12-25,2020-03-02,150,36145.98,5421897.0,30,High,Open,2020-02-22
PO-0000350,PRJ-0003,MAT-0135,SUP-0016,2020-06-07,2020-09-01,845,1372.03,1159365.35,60,Normal,Partially Delivered,2020-08-10
PO-0000351,PRJ-0003,MAT-0011,SUP-0344,2020-02-27,2020-04-10,448,11873.74,5319435.52,90,Normal,Closed,2020-03-26
PO-0000352,PRJ-0003,MAT-0193,SUP-0191,2019-11-16,2019-12-01,784,37186.85,29154490.4,60,High,Partially Delivered,2019-11-23
PO-0000353,PRJ-0003,MAT-0022,SUP-0008,2019-11-25,2020-01-11,120,1250.08,150009.6,45,Normal,Delivered,2019-12-29
PO-0000354,PRJ-0003,MAT-0149,SUP-0115,2020-04-15,2020-06-27,78,861.95,67232.1,30,Normal,Open,2020-06-11
PO-0000355,PRJ-0003,MAT-0233,SUP-0077,2020-01-29,2020-03-16,910,6245.54,5683441.4,90,Normal,Delivered,2020-02-27
PO-0000356,PRJ-0003,MAT-0143,SUP-0333,2020-10-01,2020-12-17,352,3409.73,1200224.96,60,High,Delivered,2020-11-25
PO-0000357,PRJ-0003,MAT-0171,SUP-0278,2020-10-28,2021-01-05,196,696.84,136580.64,45,Normal,Delivered,2020-12-21
PO-0000358,PRJ-0003,MAT-0049,SUP-0284,2020-10-08,2020-11-21,102,15157.23,1546037.46,45,Normal,Closed,2020-11-07
PO-0000359,PRJ-0003,MAT-0108,SUP-0174,2020-05-01,2020-05-27,741,16903.06,12525167.46,60,Normal,Closed,2020-05-13
PO-0000360,PRJ-0003,MAT-0215,SUP-0294,2020-12-21,2021-01-06,64,12123.01,775872.64,30,High,Closed,2020-12-28
PO-0000361,PRJ-0003,MAT-0181,SUP-0315,2020-07-05,2020-09-02,171,1672.17,285941.07,30,High,Delivered,2020-08-23
PO-0000362,PRJ-0003,MAT-0022,SUP-0330,2020-08-21,2020-10-07,120,1285.97,154316.4,30,Normal,Delivered,2020-09-21
PO-0000363,PRJ-0003,MAT-0249,SUP-0188,2019-08-29,2019-10-29,1106,11789.06,13038700.36,45,High,Delivered,2019-10-14
PO-0000364,PRJ-0003,MAT-0112,SUP-0209,2020-12-06,2021-01-06,288,2442.43,703419.84,30,Normal,Closed,2020-12-30
PO-0000365,PRJ-0003,MAT-0202,SUP-0246,2020-06-11,2020-07-03,1176,5914.6,6955569.6,30,Normal,Delivered,2020-06-22
PO-0000366,PRJ-0003,MAT-0247,SUP-0192,2020-12-29,2021-01-06,480,4902.68,2353286.4,90,High,Delivered,2021-03-09
PO-0000367,PRJ-0003,MAT-0191,SUP-0027,2020-09-02,2020-11-22,44,23863.13,1049977.72,60,High,Delivered,2020-11-12
PO-0000368,PRJ-0003,MAT-0161,SUP-0196,2020-05-07,2020-06-04,297,2185.98,649236.06,30,Normal,Closed,2020-05-15
PO-0000369,PRJ-0003,MAT-0055,SUP-0340,2020-07-31,2020-09-22,24,2292.97,55031.28,45,High,Partially Delivered,2020-09-07
PO-0000370,PRJ-0003,MAT-0198,SUP-0259,2019-09-10,2019-11-22,176,4504.47,792786.72,45,High,Delivered,2019-11-04
PO-0000371,PRJ-0003,MAT-0012,SUP-0069,2020-03-20,2020-06-18,528,6364.98,3360709.44,30,Normal,Delivered,2020-06-01
PO-0000372,PRJ-0004,MAT-0020,SUP-0184,2021-06-16,2021-09-20,300,2957.01,887103.0,60,Normal,Delivered,2021-09-05
PO-0000373,PRJ-0004,MAT-0157,SUP-0245,2021-10-22,2021-12-20,354,17744.22,6281453.88,30,High,Delivered,2021-12-05
PO-0000374,PRJ-0004,MAT-0175,SUP-0292,2022-03-15,2022-04-20,756,8582.56,6488415.36,45,Normal,Closed,2022-04-06
PO-0000375,PRJ-0004,MAT-0241,SUP-0008,2023-01-31,2023-03-10,567,6228.57,3531599.19,45,Normal,Delivered,2023-02-23
PO-0000376,PRJ-0004,MAT-0225,SUP-0100,2023-03-24,2023-04-07,812,6507.56,5284138.72,60,Normal,Delivered,2023-05-25
PO-0000377,PRJ-0004,MAT-0200,SUP-0192,2021-10-11,2021-11-10,475,2057.36,977246.0,90,Normal,Closed,2021-10-22
PO-0000378,PRJ-0004,MAT-0197,SUP-0219,2022-04-23,2022-07-14,3,810.79,2432.37,90,Normal,Partially Delivered,2022-06-24
PO-0000379,PRJ-0004,MAT-0108,SUP-0294,2022-06-07,2022-07-03,456,13705.0,6249480.0,30,Normal,Delivered,2022-06-17
PO-0000380,PRJ-0004,MAT-0207,SUP-0192,2021-11-26,2022-02-14,840,24688.1,20738004.0,90,Normal,Delivered,2022-02-05
PO-0000381,PRJ-0004,MAT-0030,SUP-0145,2022-01-12,2022-03-24,708,1237.41,876086.28,90,Normal,Partially Delivered,2022-03-11
