activity_id,project_id,activity_sequence,activity_name,activity_type,planned_start_date,planned_finish_date,planned_duration_days,actual_finish_date,progress_pct,critical_path_flag,baseline_cost,actual_cost,delay_days,delay_flag
ACT-000192,PRJ-0003,13,Electrical Installation,MEP,2019-10-31,2019-12-26,56,2019-12-26,100.0,0,1078701.08,1055068.85,0,0
ACT-000193,PRJ-0003,14,Plumbing Installation,MEP,2019-11-04,2019-12-26,52,2019-12-26,100.0,1,684791.89,702106.05,0,0
ACT-000194,PRJ-0003,15,Fire Fighting Installation,MEP,2019-11-04,2019-12-19,45,2019-12-19,100.0,0,1113079.17,918939.46,0,0
ACT-000195,PRJ-0003,16,Fire Alarm Installation,MEP,2019-11-13,2019-11-29,16,2019-11-29,100.0,0,1035273.82,1133635.96,0,0
ACT-000196,PRJ-0003,17,Testing & Commissioning,Commissioning,2019-11-15,2019-12-18,33,2019-12-18,100.0,0,418009.95,417963.38,0,0
ACT-000197,PRJ-0003,18,Final Inspection,Commissioning,2019-11-25,2019-12-21,26,2019-12-21,100.0,0,849213.12,895233.77,0,0
ACT-000198,PRJ-0003,19,Handover,General,2019-12-16,2020-01-08,23,2020-01-08,100.0,0,896238.25,841580.37,0,0
ACT-000199,PRJ-0003,20,Mobilization,General,2020-01-18,2020-02-09,22,2020-02-09,100.0,0,1329626.86,1227976.87,0,0
ACT-000200,PRJ-0003,21,Site Preparation,Civil,2020-01-27,2020-03-23,56,2020-03-23,100.0,0,1177932.69,1408348.59,0,0
ACT-000201,PRJ-0003,22,Excavation,Civil,2020-01-28,2020-03-26,58,2020-03-26,100.0,0,640418.13,661483.89,0,0
ACT-000202,PRJ-0003,23,Foundation Works,Civil,2020-02-05,2020-02-26,21,2020-02-26,100.0,0,814406.03,784665.8,0,0
ACT-000203,PRJ-0003,24,Concrete Works,Structural,2020-02-06,2020-02-25,19,2020-03-01,100.0,0,566083.38,637189.16,5,0
ACT-000204,PRJ-0003,25,Structural Steel,Structural,2020-02-10,2020-02-27,17,2020-02-27,100.0,0,512791.85,447450.1,0,0
ACT-000205,PRJ-0003,26,Block Works,Architectural,2020-02-11,2020-02-23,12,2020-02-23,100.0,0,552005.02,676060.9,0,0
ACT-000206,PRJ-0003,27,Waterproofing,Architectural,2020-02-15,2020-04-08,53,2020-04-08,100.0,0,465580.02,481692.61,0,0
ACT-000207,PRJ-0003,28,Plastering,Architectural,2020-02-25,2020-04-21,56,2020-04-21,100.0,0,1301110.49,1155582.88,0,0
ACT-000208,PRJ-0003,29,Floor Finishing,Architectural,2020-03-12,2020-04-25,44,2020-04-25,100.0,0,828255.9,828819.49,0,0
ACT-000209,PRJ-0003,30,Painting,Architectural,2020-03-26,2020-05-15,50,2020-05-15,100.0,0,1063160.67,1167460.39,0,0
ACT-000210,PRJ-0003,31,HVAC Installation,MEP,2020-03-28,2020-04-07,10,2020-04-07,100.0,0,1395214.34,1521352.8,0,0
ACT-000211,PRJ-0003,32,Electrical Installation,MEP,2020-04-03,2020-04-13,10,2020-04-13,100.0,0,446904.3,407671.91,0,0
ACT-000212,PRJ-0003,33,Plumbing Installation,MEP,2020-04-26,2020-05-18,22,2020-05-18,100.0,0,1235906.3,1318980.97,0,0
ACT-000213,PRJ-0003,34,Fire Fighting Installation,MEP,2020-04-27,2020-06-14,48,2020-06-14,100.0,0,1215570.33,1192188.86,0,0
ACT-000214,PRJ-0003,35,Fire Alarm Installation,MEP,2020-04-29,2020-05-18,19,2020-05-18,100.0,0,492694.09,506569.71,0,0
ACT-000215,PRJ-0003,36,Testing & Commissioning,Commissioning,2020-05-08,2020-05-20,12,2020-05-26,100.0,1,448326.84,447101.09,6,0
ACT-000216,PRJ-0003,37,Final Inspection,Commissioning,2020-05-10,2020-06-02,23,2020-06-02,100.0,0,566392.22,471353.83,0,0
ACT-000217,PRJ-0003,38,Handover,General,2020-06-03,2020-07-13,40,2020-07-13,100.0,0,946580.2,1051211.96,0,0
ACT-000218,PRJ-0003,39,Mobilization,General,2020-06-28,2020-07-26,28,2020-07-26,100.0,0,658073.22,653398.45,0,0
ACT-000219,PRJ-0003,40,Site Preparation,Civil,2020-07-08,2020-08-03,26,2020-08-03,100.0,0,870466.81,731084.48,0,0
ACT-000220,PRJ-0003,41,Excavation,Civil,2020-08-05,2020-09-13,39,2020-09-13,100.0,0,516077.96,500213.89,0,0
ACT-000221,PRJ-0003,42,Foundation Works,Civil,2020-08-30,2020-09-15,16,2020-09-15,100.0,0,1237829.93,1333158.44,0,0
ACT-000222,PRJ-0003,43,Concrete Works,Structural,2020-09-10,2020-10-31,51,2020-10-31,100.0,0,854119.07,854210.62,0,0
ACT-000223,PRJ-0003,44,Structural Steel,Structural,2020-09-11,2020-09-23,12,2020-09-23,100.0,0,1288821.5,1166427.75,0,0
ACT-000224,PRJ-0003,45,Block Works,Architectural,2020-09-14,2020-10-15,31,2020-10-15,100.0,0,1147244.18,1068236.53,0,0
ACT-000225,PRJ-0003,46,Waterproofing,Architectural,2020-09-16,2020-10-27,41,2020-11-05,100.0,0,1122448.74,971310.53,9,1
ACT-000226,PRJ-0003,47,Plastering,Architectural,2020-09-18,2020-10-27,39,2020-10-27,100.0,0,1171007.34,1099625.13,0,0
ACT-000227,PRJ-0003,48,Floor Finishing,Architectural,2020-09-21,2020-10-10,19,2020-10-10,100.0,0,671648.2,600695.88,0,0
ACT-000228,PRJ-0003,49,Painting,Architectural,2020-09-21,2020-10-20,29,2020-10-23,100.0,0,461929.81,478203.18,3,0
ACT-000229,PRJ-0003,50,HVAC Installation,MEP,2020-10-08,2020-11-13,36,2020-11-13,100.0,0,1306660.38,1411978.33,0,0
ACT-000230,PRJ-0003,51,Electrical Installation,MEP,2020-10-27,2020-12-17,51,2020-12-17,100.0,1,614745.71,554353.1,0,0
ACT-000231,PRJ-0003,52,Plumbing Installation,MEP,2020-10-28,2020-12-23,56,2020-12-23,100.0,0,613632.66,548708.31,0,0
ACT-000232,PRJ-0003,53,Fire Fighting Installation,MEP,2020-10-30,2020-11-09,10,2020-11-09,100.0,0,532253.05,503544.92,0,0
ACT-000233,PRJ-0003,54,Fire Alarm Installation,MEP,2020-11-04,2020-12-02,28,2020-12-02,100.0,0,450851.56,461582.23,0,0
ACT-000234,PRJ-0003,55,Testing & Commissioning,Commissioning,2020-11-14,2021-01-06,53,2021-01-06,100.0,0,1304714.55,1027936.75,0,0
ACT-000235,PRJ-0003,56,Final Inspection,Commissioning,2020-11-14,2020-12-22,38,2020-12-22,100.0,1,512404.7,463404.1,0,0
ACT-000236,PRJ-0003,57,Handover,General,2020-11-17,2020-12-02,15,2020-12-02,100.0,0,1234448.93,1311731.24,0,0
ACT-000237,PRJ-0003,58,Mobilization,General,2020-11-23,2021-01-06,44,2021-01-06,100.0,1,805471.29,768313.46,0,0
ACT-000238,PRJ-0003,59,Site Preparation,Civil,2020-12-01,2020-12-10,9,2020-12-10,100.0,0,568790.9,514909.19,0,0
ACT-000239,PRJ-0004,1,Mobilization,General,2021-06-09,2021-09-29,112,2021-10-19,100.0,0,172542.54,175978.17,20,1
ACT-000240,PRJ-0004,2,Site Preparation,Civil,2021-06-10,2021-08-22,73,2021-08-22,100.0,0,225447.21,175343.93,0,0
ACT-000241,PRJ-0004,3,Excavation,Civil,2021-06-23,2021-07-12,19,2021-07-12,100.0,1,268075.79,276739.01,0,0
ACT-000242,PRJ-0004,4,Foundation Works,Civil,2021-06-26,2021-08-18,53,2021-09-04,100.0,1,286165.56,323147.62,17,1
ACT-000243,PRJ-0004,5,Concrete Works,Structural,2021-07-01,2021-09-10,71,2021-09-10,100.0,0,173058.53,176225.78,0,0
ACT-000244,PRJ-0004,6,Structural Steel,Structural,2021-07-10,2021-08-02,23,2021-08-02,100.0,0,206135.25,204093.53,0,0
ACT-000245,PRJ-0004,7,Block Works,Architectural,2021-07-14,2021-09-23,71,2021-09-23,100.0,1,109430.44,111794.97,0,0
ACT-000246,PRJ-0004,8,Waterproofing,Architectural,2021-07-22,2021-08-17,26,2021-09-07,100.0,0,308914.9,316605.53,21,1
ACT-000247,PRJ-0004,9,Plastering,Architectural,2021-07-26,2021-09-10,46,2021-09-10,100.0,0,95585.0,87690.47,0,0
ACT-000248,PRJ-0004,10,Floor Finishing,Architectural,2021-07-30,2021-09-22,54,2021-09-22,100.0,0,96607.95,103686.84,0,0
ACT-000249,PRJ-0004,11,Painting,Architectural,2021-08-06,2021-10-10,65,2021-10-10,100.0,1,300153.88,308621.27,0,0
ACT-000250,PRJ-0004,12,HVAC Installation,MEP,2021-08-11,2021-11-27,108,2021-11-27,100.0,0,122829.5,117846.5,0,0
ACT-000251,PRJ-0004,13,Electrical Installation,MEP,2021-08-12,2021-11-25,105,2021-11-27,100.0,0,188579.39,183605.62,2,0
ACT-000252,PRJ-0004,14,Plumbing Installation,MEP,2021-08-12,2021-10-21,70,2021-11-20,100.0,1,306631.87,287872.02,30,1
ACT-000253,PRJ-0004,15,Fire Fighting Installation,MEP,2021-08-27,2021-09-15,19,2021-10-02,100.0,0,301860.54,316404.46,17,1
ACT-000254,PRJ-0004,16,Fire Alarm Installation,MEP,2021-09-10,2022-01-05,117,2022-01-05,100.0,0,308320.88,237603.05,0,0
ACT-000255,PRJ-0004,17,Testing & Commissioning,Commissioning,2021-09-11,2021-11-07,57,2021-11-07,100.0,0,169618.28,186563.25,0,0
ACT-000256,PRJ-0004,18,Final Inspection,Commissioning,2021-09-17,2021-11-13,57,2021-11-13,100.0,1,264693.33,250465.28,0,0
ACT-000257,PRJ-0004,19,Handover,General,2021-09-21,2021-12-31,101,2022-02-12,100.0,1,123230.85,132029.53,43,1
ACT-000258,PRJ-0004,20,Mobilization,General,2021-09-30,2021-12-14,75,2021-12-14,100.0,0,309545.81,301522.76,0,0
ACT-000259,PRJ-0004,21,Site Preparation,Civil,2021-10-04,2021-11-18,45,2021-11-18,100.0,1,131777.72,134475.55,0,0
ACT-000260,PRJ-0004,22,Excavation,Civil,2021-10-08,2021-10-30,22,2021-10-30,100.0,0,229715.57,222018.28,0,0
ACT-000261,PRJ-0004,23,Foundation Works,Civil,2021-10-14,2022-01-26,104,2022-01-26,100.0,0,303101.8,282438.53,0,0
ACT-000262,PRJ-0004,24,Concrete Works,Structural,2021-10-22,2022-01-06,76,2022-01-06,100.0,1,186948.59,187367.69,0,0
ACT-000263,PRJ-0004,25,Structural Steel,Structural,2021-10-22,2021-12-03,42,2021-12-03,100.0,0,128978.36,130849.21,0,0
ACT-000264,PRJ-0004,26,Block Works,Architectural,2021-10-23,2022-01-24,93,2022-01-24,100.0,0,186248.08,196002.41,0,0
ACT-000265,PRJ-0004,27,Waterproofing,Architectural,2021-11-07,2022-02-23,108,2022-02-25,100.0,0,130136.43,129788.2,2,0
ACT-000266,PRJ-0004,28,Plastering,Architectural,2021-11-07,2021-12-01,24,2021-12-01,100.0,0,313551.42,341666.71,0,0
ACT-000267,PRJ-0004,29,Floor Finishing,Architectural,2021-11-18,2022-03-08,110,2022-03-19,100.0,1,222207.02,268439.94,11,1
ACT-000268,PRJ-0004,30,Painting,Architectural,2021-11-26,2022-01-18,53,2022-01-18,100.0,0,291262.0,283676.49,0,0
ACT-000269,PRJ-0004,31,HVAC Installation,MEP,2021-11-27,2022-03-04,97,2022-03-04,100.0,0,265122.3,262699.93,0,0
ACT-000270,PRJ-0004,32,Electrical Installation,MEP,2021-12-09,2022-03-18,99,2022-03-18,100.0,0,230869.34,237468.87,0,0
ACT-000271,PRJ-0004,33,Plumbing Installation,MEP,2021-12-10,2022-03-14,94,2022-03-14,100.0,0,171735.24,185316.79,0,0
ACT-000272,PRJ-0004,34,Fire Fighting Installation,MEP,2021-12-19,2022-03-11,82,2022-03-11,100.0,0,254851.76,225755.1,0,0
ACT-000273,PRJ-0004,35,Fire Alarm Installation,MEP,2021-12-28,2022-03-11,73,2022-03-11,100.0,1,132564.07,108592.09,0,0
ACT-000274,PRJ-0004,36,Testing & Commissioning,Commissioning,2021-12-29,2022-03-29,90,2022-04-01,100.0,0,149385.28,170667.93,3,0
ACT-000275,PRJ-0004,37,Final Inspection,Commissioning,2022-01-03,2022-02-22,50,2022-02-22,100.0,0,288095.68,306017.76,0,0
ACT-000276,PRJ-0004,38,Handover,General,2022-01-04,2022-02-11,38,2022-02-11,100.0,1,168728.06,173160.45,0,0
ACT-000277,PRJ-0004,39,Mobilization,General,2022-01-07,2022-02-25,49,2022-02-25,100.0,1,116355.52,106379.65,0,0
ACT-000278,PRJ-0004,40,Site Preparation,Civil,2022-01-13,2022-02-18,36,2022-02-18,100.0,1,196786.7,178680.98,0,0
ACT-000279,PRJ-0004,41,Excavation,Civil,2022-01-16,2022-02-02,17,2022-02-02,100.0,0,273941.74,302982.78,0,0
ACT-000280,PRJ-0004,42,Foundation Works,Civil,2022-01-22,2022-04-30,98,2022-04-30,100.0,1,193686.58,161035.79,0,0
ACT-000281,PRJ-0004,43,Concrete Works,Structural,2022-01-29,2022-05-18,109,2022-06-06,100.0,1,149434.8,131234.04,19,1
ACT-000282,PRJ-0004,44,Structural Steel,Structural,2022-01-31,2022-05-02,91,2022-05-02,100.0,1,260894.07,288278.04,0,0
ACT-000283,PRJ-0004,45,Block Works,Architectural,2022-02-03,2022-04-21,77,2022-04-21,100.0,0,314463.99,308574.07,0,0
ACT-000284,PRJ-0004,46,Waterproofing,Architectural,2022-02-04,2022-04-23,78,2022-04-23,100.0,0,267325.9,292957.53,0,0
ACT-000285,PRJ-0004,47,Plastering,Architectural,2022-02-05,2022-05-02,86,2022-05-02,100.0,0,199785.18,204730.13,0,0
ACT-000286,PRJ-0004,48,Floor Finishing,Architectural,2022-02-07,2022-02-13,6,2022-02-18,100.0,0,277591.34,242895.8,5,0
ACT-000287,PRJ-0004,49,Painting,Architectural,2022-02-10,2022-05-14,93,2022-05-14,100.0,0,289703.51,295195.25,0,0
ACT-000288,PRJ-0004,50,HVAC Installation,MEP,2022-02-12,2022-06-11,119,2022-06-11,100.0,1,225239.9,193152.44,0,0
ACT-000289,PRJ-0004,51,Electrical Installation,MEP,2022-02-12,2022-06-11,119,2022-06-18,100.0,1,126021.39,124101.13,7,0
ACT-000290,PRJ-0004,52,Plumbing Installation,MEP,2022-02-16,2022-04-26,69,2022-04-26,100.0,0,242294.61,257249.68,0,0
ACT-000291,PRJ-0004,53,Fire Fighting Installation,MEP,2022-02-23,2022-03-25,30,2022-03-31,100.0,1,295019.31,276368.87,6,0
ACT-000292,PRJ-0004,54,Fire Alarm Installation,MEP,2022-03-09,2022-06-15,98,2022-06-15,100.0,1,306664.98,324567.24,0,0
ACT-000293,PRJ-0004,55,Testing & Commissioning,Commissioning,2022-03-11,2022-07-07,118,2022-07-07,100.0,1,263766.21,263493.19,0,0
ACT-000294,PRJ-0004,56,Final Inspection,Commissioning,2022-03-14,2022-05-07,54,2022-06-03,100.0,0,135858.01,146951.92,27,1
ACT-000295,PRJ-0004,57,Handover,General,2022-03-22,2022-04-20,29,2022-05-02,100.0,0,271528.59,227120.78,12,1
ACT-000296,PRJ-0004,58,Mobilization,General,2022-03-22,2022-04-19,28,2022-04-19,100.0,1,131862.19,117236.65,0,0
ACT-000297,PRJ-0004,59,Site Preparation,Civil,2022-03-29,2022-06-27,90,2022-06-27,100.0,0,244356.83,253203.3,0,0
ACT-000298,PRJ-0004,60,Excavation,Civil,2022-03-31,2022-07-13,104,2022-07-13,100.0,0,297306.4,271914.2,0,0
ACT-000299,PRJ-0004,61,Foundation Works,Civil,2022-04-03,2022-04-18,15,2022-04-28,100.0,1,193856.35,205613.03,10,1
ACT-000300,PRJ-0004,62,Concrete Works,Structural,2022-04-18,2022-07-18,91,2022-07-18,100.0,0,293728.15,300500.79,0,0
ACT-000301,PRJ-0004,63,Structural Steel,Structural,2022-04-20,2022-07-03,74,2022-07-03,100.0,1,118119.84,123148.24,0,0
ACT-000302,PRJ-0004,64,Block Works,Architectural,2022-04-20,2022-05-26,36,2022-05-26,100.0,1,279877.58,262856.77,0,0
ACT-000303,PRJ-0004,65,Waterproofing,Architectural,2022-04-22,2022-05-06,14,2022-05-06,100.0,0,265383.3,269468.53,0,0
ACT-000304,PRJ-0004,66,Plastering,Architectural,2022-05-09,2022-06-01,23,2022-06-01,100.0,0,280266.2,288675.58,0,0
ACT-000305,PRJ-0004,67,Floor Finishing,Architectural,2022-05-12,2022-08-23,103,2022-08-23,100.0,1,228107.8,227796.88,0,0
ACT-000306,PRJ-0004,68,Painting,Architectural,2022-05-13,2022-08-25,104,2022-08-25,100.0,0,300753.36,324183.71,0,0
ACT-000307,PRJ-0004,69,HVAC Installation,MEP,2022-05-13,2022-05-24,11,2022-05-24,100.0,0,256715.17,207136.12,0,0
ACT-000308,PRJ-0004,70,Electrical Installation,MEP,2022-05-15,2022-08-28,105,2022-08-28,100.0,1,141600.55,140250.6,0,0
ACT-000309,PRJ-0004,71,Plumbing Installation,MEP,2022-05-27,2022-07-29,63,2022-07-29,100.0,0,266289.36,293405.77,0,0
ACT-000310,PRJ-0004,72,Fire Fighting Installation,MEP,2022-06-01,2022-08-12,72,2022-08-12,100.0,0,241531.41,211249.61,0,0
ACT-000311,PRJ-0004,73,Fire Alarm Installation,MEP,2022-06-01,2022-07-14,43,2022-07-14,100.0,0,251502.02,299527.88,0,0
ACT-000312,PRJ-0004,74,Testing & Commissioning,Commissioning,2022-06-03,2022-09-07,96,2022-09-07,100.0,0,232496.42,254655.93,0,0
ACT-000313,PRJ-0004,75,Final Inspection,Commissioning,2022-06-04,2022-07-04,30,2022-07-04,100.0,0,286439.42,270429.05,0,0
ACT-000314,PRJ-0004,76,Handover,General,2022-06-04,2022-06-19,15,2022-06-19,100.0,0,310179.04,321346.0,0,0
ACT-000315,PRJ-0004,77,Mobilization,General,2022-06-10,2022-07-13,33,2022-07-13,100.0,1,225254.32,212171.28,0,0
ACT-000316,PRJ-0004,78,Site Preparation,Civil,2022-06-11,2022-09-12,93,2022-09-12,100.0,1,137468.0,131553.45,0,0
ACT-000317,PRJ-0004,79,Excavation,Civil,2022-06-15,2022-08-28,74,2022-08-28,100.0,1,166589.86,169894.3,0,0
ACT-000318,PRJ-0004,80,Foundation Works,Civil,2022-06-18,2022-08-18,61,2022-08-20,100.0,0,302261.95,290609.69,2,0
ACT-000319,PRJ-0004,81,Concrete Works,Structural,2022-06-23,2022-08-01,39,2022-08-01,100.0,0,264556.97,227779.01,0,0
ACT-000320,PRJ-0004,82,Structural Steel,Structural,2022-07-06,2022-08-04,29,2022-08-04,100.0,1,305300.34,308754.37,0,0
ACT-000321,PRJ-0004,83,Block Works,Architectural,2022-07-16,2022-09-01,47,2022-09-01,100.0,0,195652.61,199719.18,0,0
ACT-000322,PRJ-0004,84,Waterproofing,Architectural,2022-07-30,2022-10-28,90,2022-10-28,100.0,1,289285.2,236618.25,0,0
ACT-000323,PRJ-0004,85,Plastering,Architectural,2022-07-31,2022-11-24,116,2022-11-24,100.0,1,308444.18,294041.56,0,0
ACT-000324,PRJ-0004,86,Floor Finishing,Architectural,2022-08-01,2022-10-11,71,2022-11-07,100.0,1,125870.17,125994.01,27,1
ACT-000325,PRJ-0004,87,Painting,Architectural,2022-08-07,2022-08-19,12,2022-08-19,100.0,1,117552.48,112575.1,0,0
ACT-000326,PRJ-0004,88,HVAC Installation,MEP,2022-08-08,2022-12-04,118,2022-12-04,100.0,0,230834.47,230265.09,0,0
ACT-000327,PRJ-0004,89,Electrical Installation,MEP,2022-08-10,2022-10-04,55,2022-10-04,100.0,0,189119.62,168417.31,0,0
ACT-000328,PRJ-0004,90,Plumbing Installation,MEP,2022-08-15,2022-10-19,65,2022-10-19,100.0,1,268489.75,260142.23,0,0
ACT-000329,PRJ-0004,91,Fire Fighting Installation,MEP,2022-09-12,2022-12-12,91,2022-12-12,100.0,0,162481.41,152412.09,0,0
ACT-000330,PRJ-0004,92,Fire Alarm Installation,MEP,2022-09-16,2022-10-19,33,2022-10-19,100.0,1,261318.89,279984.5,0,0
ACT-000331,PRJ-0004,93,Testing & Commissioning,Commissioning,2022-09-25,2022-11-21,57,2022-11-21,100.0,0,154484.35,168068.98,0,0
ACT-000332,PRJ-0004,94,Final Inspection,Commissioning,2022-10-02,2022-12-25,84,2022-12-25,100.0,0,228777.36,209912.98,0,0
ACT-000333,PRJ-0004,95,Handover,General,2022-10-04,2023-01-23,111,2023-01-23,100.0,0,240799.14,220434.18,0,0
ACT-000334,PRJ-0004,96,Mobilization,General,2022-10-13,2022-11-02,20,2022-11-26,100.0,0,180400.74,229607.84,24,1
ACT-000335,PRJ-0004,97,Site Preparation,Civil,2022-10-15,2023-01-16,93,2023-01-16,100.0,0,211487.69,189571.79,0,0
ACT-000336,PRJ-0004,98,Excavation,Civil,2022-10-18,2022-11-19,32,2022-11-19,100.0,0,228290.33,203693.37,0,0
ACT-000337,PRJ-0004,99,Foundation Works,Civil,2022-10-22,2023-02-14,115,2023-02-28,100.0,0,255065.89,242140.87,14,1
ACT-000338,PRJ-0004,100,Concrete Works,Structural,2022-10-26,2022-12-30,65,2022-12-30,100.0,0,193876.61,169184.28,0,0
ACT-000339,PRJ-0004,101,Structural Steel,Structural,2022-10-27,2023-01-07,72,2023-01-23,100.0,1,109061.61,96391.6,16,1
ACT-000340,PRJ-0004,102,Block Works,Architectural,2022-10-30,2022-11-24,25,2022-12-02,100.0,1,216984.98,219767.49,8,1
ACT-000341,PRJ-0004,103,Waterproofing,Architectural,2022-10-31,2022-11-27,27,2022-11-27,100.0,0,181133.45,153298.08,0,0
ACT-000342,PRJ-0004,104,Plastering,Architectural,2022-11-01,2022-12-13,42,2022-12-13,100.0,0,201125.17,216583.4,0,0
ACT-000343,PRJ-0004,105,Floor Finishing,Architectural,2022-11-03,2022-12-19,46,2022-12-19,100.0,1,152637.09,154715.12,0,0
ACT-000344,PRJ-0004,106,Painting,Architectural,2022-11-17,2023-03-16,119,2023-03-16,100.0,0,313257.66,325386.55,0,0
ACT-000345,PRJ-0004,107,HVAC Installation,MEP,2022-11-30,2023-01-13,44,2023-01-13,100.0,0,299485.46,314928.33,0,0
ACT-000346,PRJ-0004,108,Electrical Installation,MEP,2022-12-02,2023-02-18,78,2023-02-18,100.0,0,156344.36,175841.33,0,0
ACT-000347,PRJ-0004,109,Plumbing Installation,MEP,2022-12-03,2023-01-28,56,2023-01-28,100.0,0,268916.32,244878.91,0,0
ACT-000348,PRJ-0004,110,Fire Fighting Installation,MEP,2022-12-03,2023-03-31,118,2023-03-31,100.0,0,214892.51,218667.48,0,0
ACT-000349,PRJ-0004,111,Fire Alarm Installation,MEP,2022-12-05,2023-01-26,52,2023-01-26,100.0,0,163242.58,163386.04,0,0
ACT-000350,PRJ-0004,112,Testing & Commissioning,Commissioning,2022-12-10,2023-01-30,51,2023-01-30,100.0,1,280752.66,234984.84,0,0
ACT-000351,PRJ-0004,113,Final Inspection,Commissioning,2022-12-12,2022-12-29,17,2022-12-29,100.0,0,92233.87,87500.11,0,0
ACT-000352,PRJ-0004,114,Handover,General,2022-12-20,2023-03-22,92,2023-04-09,100.0,0,149940.94,153315.79,18,1
ACT-000353,PRJ-0004,115,Mobilization,General,2022-12-21,2022-12-28,7,2022-12-28,100.0,1,225300.57,205751.5,0,0
ACT-000354,PRJ-0004,116,Site Preparation,Civil,2023-01-11,2023-04-07,86,2023-04-07,100.0,1,269894.62,273289.52,0,0
ACT-000355,PRJ-0004,117,Excavation,Civil,2023-01-16,2023-03-25,68,2023-03-25,100.0,0,212327.66,227138.52,0,0
ACT-000356,PRJ-0004,118,Foundation Works,Civil,2023-01-18,2023-02-12,25,2023-02-12,100.0,0,252179.5,230704.44,0,0
ACT-000357,PRJ-0004,119,Concrete Works,Structural,2023-01-20,2023-04-07,77,2023-04-07,100.0,1,195902.44,170418.13,0,0
ACT-000358,PRJ-0004,120,Structural Steel,Structural,2023-01-20,2023-03-22,61,2023-03-22,100.0,1,167484.67,168843.94,0,0
ACT-000359,PRJ-0004,121,Block Works,Architectural,2023-01-24,2023-03-07,42,2023-03-07,100.0,0,226172.92,197924.77,0,0
ACT-000360,PRJ-0004,122,Waterproofing,Architectural,2023-01-25,2023-03-21,55,2023-03-21,100.0,0,110791.44,100714.54,0,0
ACT-000361,PRJ-0004,123,Plastering,Architectural,2023-01-26,2023-04-07,71,2023-04-07,100.0,1,138248.21,143258.53,0,0
ACT-000362,PRJ-0004,124,Floor Finishing,Architectural,2023-02-01,2023-03-06,33,2023-03-06,100.0,1,274818.79,298371.96,0,0
ACT-000363,PRJ-0004,125,Painting,Architectural,2023-02-08,2023-04-07,58,2023-04-07,100.0,1,297673.61,298444.47,0,0
ACT-000364,PRJ-0004,126,HVAC Installation,MEP,2023-02-12,2023-04-07,54,2023-04-07,100.0,0,307956.69,288729.51,0,0
ACT-000365,PRJ-0004,127,Electrical Installation,MEP,2023-02-13,2023-03-12,27,2023-03-12,100.0,1,280586.35,212176.42,0,0
ACT-000366,PRJ-0004,128,Plumbing Installation,MEP,2023-02-15,2023-04-07,51,2023-04-07,100.0,0,217407.55,191906.76,0,0
ACT-000367,PRJ-0004,129,Fire Fighting Installation,MEP,2023-02-16,2023-04-07,50,2023-04-07,100.0,0,280402.06,279166.0,0,0
ACT-000368,PRJ-0004,130,Fire Alarm Installation,MEP,2023-02-16,2023-03-01,13,2023-03-01,100.0,1,307787.8,329116.88,0,0
ACT-000369,PRJ-0004,131,Testing & Commissioning,Commissioning,2023-02-17,2023-04-07,49,2023-04-07,100.0,1,192876.87,212835.92,0,0
ACT-000370,PRJ-0004,132,Final Inspection,Commissioning,2023-02-17,2023-03-14,25,2023-03-14,100.0,1,282807.56,256519.25,0,0
ACT-000371,PRJ-0004,133,Handover,General,2023-02-22,2023-04-07,44,2023-04-07,100.0,0,298061.85,268782.27,0,0
ACT-000372,PRJ-0004,134,Mobilization,General,2023-02-24,2023-03-28,32,2023-04-03,100.0,0,121656.75,114637.49,6,0
ACT-000373,PRJ-0004,135,Site Preparation,Civil,2023-02-28,2023-04-07,38,2023-04-07,100.0,0,152234.76,144270.29,0,0
ACT-000374,PRJ-0004,136,Excavation,Civil,2023-03-03,2023-04-07,35,2023-04-07,100.0,0,278982.21,252139.73,0,0
ACT-000375,PRJ-0005,1,Mobilization,General,2018-10-23,2018-12-20,58,2018-12-27,100.0,0,1017891.15,1052650.46,7,0
ACT-000376,PRJ-0005,2,Site Preparation,Civil,2018-10-30,2019-01-10,72,2019-01-10,100.0,0,298778.12,327192.73,0,0
ACT-000377,PRJ-0005,3,Excavation,Civil,2018-11-05,2018-12-08,33,2018-12-08,100.0,0,644307.43,678264.87,0,0
ACT-000378,PRJ-0005,4,Foundation Works,Civil,2018-11-05,2018-11-11,6,2018-11-11,100.0,1,991364.77,989137.52,0,0
ACT-000379,PRJ-0005,5,Concrete Works,Structural,2018-11-13,2018-11-29,16,2018-11-29,100.0,1,602459.89,603167.43,0,0
ACT-000380,PRJ-0005,6,Structural Steel,Structural,2018-11-25,2019-02-21,88,2019-02-21,100.0,0,662752.89,584717.06,0,0
ACT-000381,PRJ-0005,7,Block Works,Architectural,2019-01-04,2019-04-01,87,2019-04-01,100.0,0,924325.37,888973.03,0,0
ACT-000382,PRJ-0005,8,Waterproofing,Architectural,2019-01-07,2019-03-30,82,2019-04-13,100.0,1,511335.17,506730.87,14,1
ACT-000383,PRJ-0005,9,Plastering,Architectural,2019-01-14,2019-04-12,88,2019-04-12,100.0,1,789665.04,847951.15,0,0
