event_id,event_date,equipment_id,equipment_type,operating_hours,downtime_hours,utilization_rate,maintenance_flag,failure_flag,failure_severity,maintenance_cost,degradation_index,event_type
EQEV-00000223,2025-02-12,EQP-00738,Manlift,6.12,0.3,0.6273,1,0,None,86.92,0.4352,Maintenance
EQEV-00000224,2025-02-13,EQP-00738,Manlift,6.98,2.88,0.6952,0,0,None,23.96,0.4556,Normal Operation
EQEV-00000225,2025-02-14,EQP-00738,Manlift,6.34,1.14,0.6754,0,0,None,32.73,0.4496,Normal Operation
EQEV-00000226,2025-02-15,EQP-00738,Manlift,5.26,2.39,0.5357,0,0,None,34.49,0.4077,Normal Operation
EQEV-00000227,2025-02-16,EQP-00738,Manlift,5.83,0.32,0.587,0,0,None,35.64,0.4231,Normal Operation
EQEV-00000228,2025-02-17,EQP-00738,Manlift,6.18,2.32,0.5826,0,0,None,39.7,0.4218,Normal Operation
EQEV-00000229,2025-02-18,EQP-00738,Manlift,6.07,0.17,0.6426,1,0,None,136.22,0.4398,Maintenance
EQEV-00000230,2025-02-19,EQP-00738,Manlift,7.52,4.42,0.694,0,0,None,37.6,0.4552,Downtime
EQEV-00000231,2025-02-20,EQP-00738,Manlift,5.14,2.05,0.5024,0,0,None,33.77,0.3977,Normal Operation
EQEV-00000232,2025-02-21,EQP-00738,Manlift,7.29,1.48,0.6779,0,0,None,21.66,0.4504,Normal Operation
EQEV-00000233,2025-02-22,EQP-00738,Manlift,5.25,1.89,0.5541,0,0,None,35.38,0.4132,Normal Operation
EQEV-00000234,2025-02-23,EQP-00738,Manlift,4.52,2.85,0.4756,0,0,None,35.61,0.3897,Normal Operation
EQEV-00000235,2025-02-24,EQP-00738,Manlift,4.8,2.02,0.4592,0,0,None,26.78,0.3848,Normal Operation
EQEV-00000236,2025-02-25,EQP-00738,Manlift,6.39,2.2,0.6953,0,0,None,24.27,0.4556,Normal Operation
EQEV-00000237,2025-02-26,EQP-00738,Manlift,5.08,2.66,0.4722,0,0,None,31.85,0.3886,Normal Operation
EQEV-00000238,2025-02-27,EQP-00738,Manlift,4.9,0.28,0.5419,0,0,None,15.27,0.4096,Normal Operation
EQEV-00000239,2025-02-28,EQP-00738,Manlift,6.99,2.24,0.6512,0,0,None,34.36,0.4424,Normal Operation
EQEV-00000240,2025-03-01,EQP-00738,Manlift,5.36,1.05,0.4994,0,0,None,20.5,0.3968,Normal Operation
EQEV-00000241,2025-03-02,EQP-00738,Manlift,3.55,0.5,0.3918,0,0,None,28.36,0.3645,Normal Operation
EQEV-00000242,2025-03-03,EQP-00738,Manlift,7.45,2.27,0.7522,0,0,None,23.36,0.4726,Normal Operation
EQEV-00000243,2025-03-04,EQP-00738,Manlift,6.05,0.58,0.6513,0,0,None,18.4,0.4424,Normal Operation
EQEV-00000244,2025-03-05,EQP-00738,Manlift,4.52,0.33,0.4929,0,0,None,17.39,0.3949,Normal Operation
EQEV-00000245,2025-03-06,EQP-00738,Manlift,5.33,1.92,0.5248,0,0,None,28.1,0.4044,Normal Operation
EQEV-00000246,2025-03-07,EQP-00738,Manlift,4.8,3.79,0.4846,0,0,None,20.92,0.3924,Normal Operation
EQEV-00000247,2025-03-08,EQP-00738,Manlift,4.59,2.78,0.4836,0,0,None,15.89,0.3921,Normal Operation
EQEV-00000248,2025-03-09,EQP-00738,Manlift,5.11,3.73,0.5313,0,0,None,29.39,0.4064,Normal Operation
EQEV-00000249,2025-03-10,EQP-00738,Manlift,6.95,6.41,0.6879,0,0,None,32.82,0.4534,Downtime
EQEV-00000250,2025-03-11,EQP-00738,Manlift,5.57,0.55,0.5378,0,0,None,19.86,0.4083,Normal Operation
EQEV-00000251,2025-03-12,EQP-00738,Manlift,5.52,1.15,0.5266,0,0,None,30.79,0.405,Normal Operation
EQEV-00000252,2025-03-13,EQP-00738,Manlift,6.23,2.17,0.6238,0,0,None,27.93,0.4341,Normal Operation
EQEV-00000253,2025-03-14,EQP-00738,Manlift,4.39,3.2,0.4051,0,0,None,18.72,0.3685,Normal Operation
EQEV-00000254,2025-03-15,EQP-00738,Manlift,5.32,1.78,0.5791,0,0,None,14.63,0.4207,Normal Operation
EQEV-00000255,2025-03-16,EQP-00738,Manlift,4.54,1.01,0.4877,0,0,None,31.39,0.3933,Normal Operation
EQEV-00000256,2025-03-17,EQP-00738,Manlift,5.97,1.8,0.5672,0,0,None,19.9,0.4172,Normal Operation
EQEV-00000257,2025-03-18,EQP-00738,Manlift,5.91,2.1,0.6219,0,0,None,28.23,0.4336,Normal Operation
EQEV-00000258,2025-03-19,EQP-00738,Manlift,6.21,3.41,0.5791,0,0,None,22.08,0.4207,Normal Operation
EQEV-00000259,2025-03-20,EQP-00738,Manlift,7.34,0.7,0.6688,0,0,None,22.57,0.4476,Normal Operation
EQEV-00000260,2025-03-21,EQP-00738,Manlift,6.41,1.95,0.6332,0,0,None,22.92,0.4369,Normal Operation
EQEV-00000261,2025-03-22,EQP-00738,Manlift,4.35,3.69,0.4701,0,0,None,34.63,0.388,Normal Operation
EQEV-00000262,2025-03-23,EQP-00738,Manlift,3.92,3.14,0.434,0,0,None,15.53,0.3772,Normal Operation
EQEV-00000263,2025-03-24,EQP-00738,Manlift,6.48,1.53,0.638,0,0,None,25.97,0.4384,Normal Operation
EQEV-00000264,2025-03-25,EQP-00738,Manlift,4.69,4.1,0.5132,1,0,None,140.83,0.4009,Maintenance
EQEV-00000265,2025-03-26,EQP-00738,Manlift,5.82,1.02,0.6188,0,0,None,27.33,0.4326,Normal Operation
EQEV-00000266,2025-03-27,EQP-00738,Manlift,6.55,5.37,0.6584,1,0,None,68.46,0.4445,Maintenance
EQEV-00000267,2025-03-28,EQP-00738,Manlift,4.52,0.54,0.4394,0,0,None,16.57,0.3788,Normal Operation
EQEV-00000268,2025-03-29,EQP-00738,Manlift,4.66,0.07,0.4567,0,0,None,25.13,0.384,Normal Operation
EQEV-00000269,2025-03-30,EQP-00738,Manlift,5.11,1.02,0.4794,0,1,Major,123.13,0.3908,Failure
EQEV-00000270,2025-03-31,EQP-00738,Manlift,6.69,2.62,0.6118,0,0,None,37.11,0.4305,Normal Operation
EQEV-00000271,2025-04-01,EQP-00738,Manlift,7.11,0.95,0.6952,0,0,None,15.81,0.4556,Normal Operation
EQEV-00000272,2025-04-02,EQP-00738,Manlift,7.3,4.41,0.6822,0,0,None,33.9,0.4516,Downtime
EQEV-00000273,2025-04-03,EQP-00738,Manlift,6.26,0.19,0.6693,0,0,None,19.67,0.4478,Normal Operation
EQEV-00000274,2025-04-04,EQP-00738,Manlift,7.11,0.47,0.7283,0,0,None,20.84,0.4655,Normal Operation
EQEV-00000275,2025-04-05,EQP-00738,Manlift,4.68,1.24,0.4265,0,0,None,15.71,0.3749,Normal Operation
EQEV-00000276,2025-04-06,EQP-00738,Manlift,6.79,2.24,0.6461,0,0,None,36.92,0.4408,Normal Operation
EQEV-00000277,2025-04-07,EQP-00738,Manlift,7.34,1.36,0.6726,0,0,None,17.64,0.4488,Normal Operation
EQEV-00000278,2025-04-08,EQP-00738,Manlift,6.03,2.73,0.5811,0,0,None,25.14,0.4213,Normal Operation
EQEV-00000279,2025-04-09,EQP-00738,Manlift,5.55,1.98,0.5811,0,0,None,16.74,0.4213,Normal Operation
EQEV-00000280,2025-04-10,EQP-00738,Manlift,5.86,2.74,0.6174,0,0,None,28.33,0.4322,Normal Operation
EQEV-00000281,2025-04-11,EQP-00738,Manlift,4.86,2.15,0.5371,0,0,None,35.27,0.4081,Normal Operation
EQEV-00000282,2025-04-12,EQP-00738,Manlift,4.95,3.93,0.5471,0,0,None,31.13,0.4111,Normal Operation
EQEV-00000283,2025-04-13,EQP-00738,Manlift,5.19,1.15,0.4739,0,0,None,22.99,0.3892,Normal Operation
EQEV-00000284,2025-04-14,EQP-00738,Manlift,6.23,0.51,0.6898,0,0,None,40.64,0.4539,Normal Operation
EQEV-00000285,2025-04-15,EQP-00738,Manlift,6.05,2.08,0.6527,0,0,None,39.32,0.4428,Normal Operation
EQEV-00000286,2025-04-16,EQP-00738,Manlift,6.58,2.02,0.6012,0,0,None,21.43,0.4274,Normal Operation
EQEV-00000287,2025-04-17,EQP-00738,Manlift,3.83,1.11,0.3918,0,0,None,14.6,0.3645,Normal Operation
EQEV-00000288,2025-04-18,EQP-00738,Manlift,5.73,1.13,0.6091,0,0,None,23.51,0.4297,Normal Operation
EQEV-00000289,2025-04-19,EQP-00738,Manlift,5.79,0.8,0.5549,0,0,None,19.63,0.4135,Normal Operation
EQEV-00000290,2025-04-20,EQP-00738,Manlift,5.01,3.4,0.517,0,0,None,34.29,0.4021,Normal Operation
EQEV-00000291,2025-04-21,EQP-00738,Manlift,6.41,1.1,0.6043,0,0,None,41.04,0.4283,Normal Operation
EQEV-00000292,2025-04-22,EQP-00738,Manlift,6.88,2.51,0.7378,0,0,None,14.14,0.4683,Normal Operation
EQEV-00000293,2025-04-23,EQP-00738,Manlift,6.12,1.29,0.6425,0,0,None,14.65,0.4397,Normal Operation
EQEV-00000294,2025-04-24,EQP-00738,Manlift,5.2,1.74,0.5541,0,0,None,16.21,0.4132,Normal Operation
EQEV-00000295,2025-04-25,EQP-00738,Manlift,5.93,2.07,0.631,0,0,None,28.37,0.4363,Normal Operation
EQEV-00000296,2025-04-26,EQP-00738,Manlift,4.93,2.14,0.4672,0,0,None,34.83,0.3872,Normal Operation
EQEV-00000297,2025-04-27,EQP-00738,Manlift,5.42,0.76,0.5634,0,0,None,16.31,0.416,Normal Operation
EQEV-00000298,2025-04-28,EQP-00738,Manlift,4.92,1.37,0.5429,0,0,None,16.44,0.4099,Normal Operation
EQEV-00000299,2025-04-29,EQP-00738,Manlift,6.06,2.76,0.6169,0,0,None,25.44,0.4321,Normal Operation
EQEV-00000300,2025-04-30,EQP-00738,Manlift,5.77,2.18,0.605,0,0,None,25.23,0.4285,Normal Operation
EQEV-00000301,2025-05-01,EQP-00738,Manlift,6.06,2.14,0.6054,0,0,None,36.4,0.4286,Normal Operation
EQEV-00000302,2025-05-02,EQP-00738,Manlift,6.65,1.24,0.6078,0,0,None,28.22,0.4293,Normal Operation
EQEV-00000303,2025-05-03,EQP-00738,Manlift,6.04,4.81,0.5675,0,0,None,29.25,0.4172,Downtime
EQEV-00000304,2025-05-04,EQP-00738,Manlift,4.2,0.64,0.4611,1,0,None,83.19,0.3853,Maintenance
EQEV-00000305,2025-05-05,EQP-00738,Manlift,5.79,2.2,0.5323,0,0,None,33.49,0.4067,Normal Operation
EQEV-00000306,2025-05-06,EQP-00738,Manlift,5.03,2.94,0.5405,0,0,None,16.16,0.4091,Normal Operation
EQEV-00000307,2025-05-07,EQP-00738,Manlift,8.96,0.83,0.825,0,0,None,25.19,0.4945,Normal Operation
EQEV-00000308,2025-05-08,EQP-00738,Manlift,5.43,1.89,0.5027,1,1,Moderate,334.72,0.3978,Failure
EQEV-00000309,2025-05-09,EQP-00738,Manlift,5.46,1.83,0.5198,0,0,None,28.52,0.4029,Normal Operation
EQEV-00000310,2025-05-10,EQP-00738,Manlift,5.1,0.59,0.5594,0,0,None,20.95,0.4148,Normal Operation
EQEV-00000311,2025-05-11,EQP-00738,Manlift,5.0,0.76,0.511,0,0,None,29.9,0.4003,Normal Operation
EQEV-00000312,2025-05-12,EQP-00738,Manlift,6.9,1.14,0.6865,1,0,None,163.43,0.4529,Maintenance
EQEV-00000313,2025-05-13,EQP-00738,Manlift,6.46,0.71,0.7033,0,0,None,33.64,0.458,Normal Operation
EQEV-00000314,2025-05-14,EQP-00738,Manlift,4.94,0.8,0.4812,0,0,None,14.75,0.3913,Normal Operation
EQEV-00000315,2025-05-15,EQP-00738,Manlift,5.77,8.44,0.6121,0,0,None,23.07,0.4306,Downtime
EQEV-00000316,2025-05-16,EQP-00738,Manlift,6.84,0.56,0.7266,0,0,None,21.78,0.465,Normal Operation
EQEV-00000317,2025-05-17,EQP-00738,Manlift,6.18,0.33,0.5936,0,1,Moderate,45.31,0.4251,Failure
EQEV-00000318,2025-05-18,EQP-00738,Manlift,6.42,1.66,0.5893,0,0,None,22.67,0.4238,Normal Operation
EQEV-00000319,2025-05-19,EQP-00738,Manlift,6.18,4.27,0.6266,0,0,None,24.32,0.435,Downtime
EQEV-00000320,2025-05-20,EQP-00738,Manlift,5.67,3.46,0.5844,0,0,None,39.02,0.4223,Normal Operation
EQEV-00000321,2025-05-21,EQP-00738,Manlift,5.78,3.07,0.6333,0,0,None,19.49,0.437,Normal Operation
EQEV-00000322,2025-05-22,EQP-00738,Manlift,7.62,0.1,0.7509,0,0,None,17.56,0.4723,Normal Operation
EQEV-00000323,2025-05-23,EQP-00738,Manlift,6.61,3.23,0.6367,0,0,None,18.43,0.438,Normal Operation
EQEV-00000324,2025-05-24,EQP-00738,Manlift,6.14,1.18,0.5876,1,0,None,83.24,0.4233,Maintenance
EQEV-00000325,2025-05-25,EQP-00738,Manlift,4.46,0.69,0.4892,0,0,None,35.62,0.3938,Normal Operation
EQEV-00000326,2025-05-26,EQP-00738,Manlift,7.55,4.92,0.7548,0,0,None,26.88,0.4734,Downtime
EQEV-00000327,2025-05-27,EQP-00738,Manlift,6.24,2.48,0.6045,0,0,None,28.08,0.4283,Normal Operation
EQEV-00000328,2025-05-28,EQP-00738,Manlift,6.12,4.44,0.6336,0,0,None,37.73,0.4371,Downtime
EQEV-00000329,2025-05-29,EQP-00738,Manlift,6.65,4.03,0.7176,0,0,None,13.98,0.4623,Downtime
EQEV-00000330,2025-05-30,EQP-00738,Manlift,5.9,11.46,0.5607,0,0,None,30.03,0.4152,Downtime
EQEV-00000331,2025-05-31,EQP-00738,Manlift,4.83,1.5,0.4971,0,0,None,18.96,0.3961,Normal Operation
EQEV-00000332,2025-06-01,EQP-00738,Manlift,6.19,3.11,0.6121,0,0,None,35.9,0.4306,Normal Operation
EQEV-00000333,2025-06-02,EQP-00738,Manlift,4.3,2.39,0.4251,0,0,None,40.54,0.3745,Normal Operation
EQEV-00000334,2025-06-03,EQP-00738,Manlift,5.76,10.16,0.5718,0,0,None,15.6,0.4185,Downtime
EQEV-00000335,2025-06-04,EQP-00738,Manlift,6.13,1.43,0.6631,0,0,None,33.7,0.4459,Normal Operation
EQEV-00000336,2025-06-05,EQP-00738,Manlift,6.65,1.87,0.6404,0,0,None,29.86,0.4391,Normal Operation
EQEV-00000337,2025-06-06,EQP-00738,Manlift,5.81,0.96,0.5586,0,0,None,34.54,0.4146,Normal Operation
EQEV-00000338,2025-06-07,EQP-00738,Manlift,3.51,0.21,0.3767,0,0,None,15.1,0.36,Normal Operation
EQEV-00000339,2025-06-08,EQP-00738,Manlift,5.06,2.97,0.4975,0,0,None,35.48,0.3962,Normal Operation
EQEV-00000340,2025-06-09,EQP-00738,Manlift,4.88,2.33,0.5307,0,0,None,16.23,0.4062,Normal Operation
EQEV-00000341,2025-06-10,EQP-00738,Manlift,6.86,0.31,0.7261,0,0,None,23.06,0.4648,Normal Operation
EQEV-00000342,2025-06-11,EQP-00738,Manlift,6.97,0.14,0.6493,0,0,None,17.68,0.4418,Normal Operation
EQEV-00000343,2025-06-12,EQP-00738,Manlift,6.73,1.0,0.6907,0,0,None,23.05,0.4542,Normal Operation
EQEV-00000344,2025-06-13,EQP-00738,Manlift,5.06,1.42,0.5185,0,0,None,40.12,0.4025,Normal Operation
EQEV-00000345,2025-06-14,EQP-00738,Manlift,4.81,1.59,0.5288,0,0,None,19.57,0.4056,Normal Operation
EQEV-00000346,2025-06-15,EQP-00738,Manlift,5.66,1.24,0.5657,0,0,None,21.37,0.4167,Normal Operation
EQEV-00000347,2025-06-16,EQP-00738,Manlift,6.18,0.74,0.5677,0,0,None,25.29,0.4173,Normal Operation
EQEV-00000348,2025-06-17,EQP-00738,Manlift,4.16,0.41,0.4526,0,0,None,28.83,0.3828,Normal Operation
EQEV-00000349,2025-06-18,EQP-00738,Manlift,5.02,5.02,0.5381,0,0,None,17.9,0.4084,Downtime
EQEV-00000350,2025-06-19,EQP-00738,Manlift,6.77,0.67,0.6262,0,0,None,32.73,0.4348,Normal Operation
EQEV-00000351,2025-06-20,EQP-00738,Manlift,6.31,0.69,0.5776,0,1,Moderate,167.79,0.4203,Failure
EQEV-00000352,2025-06-21,EQP-00738,Manlift,5.73,2.21,0.6037,0,0,None,22.54,0.4281,Normal Operation
EQEV-00000353,2025-06-22,EQP-00738,Manlift,4.62,8.56,0.4582,0,0,None,32.8,0.3844,Downtime
EQEV-00000354,2025-06-23,EQP-00738,Manlift,6.14,4.05,0.6442,0,0,None,34.28,0.4402,Downtime
EQEV-00000355,2025-06-24,EQP-00738,Manlift,6.42,1.33,0.6287,0,0,None,41.12,0.4356,Normal Operation
EQEV-00000356,2025-06-25,EQP-00738,Manlift,6.17,1.82,0.6099,0,0,None,32.9,0.43,Normal Operation
EQEV-00000357,2025-06-26,EQP-00738,Manlift,6.87,2.86,0.7426,0,0,None,19.1,0.4698,Normal Operation
EQEV-00000358,2025-06-27,EQP-00738,Manlift,5.88,4.27,0.5944,0,0,None,34.85,0.4253,Downtime
EQEV-00000359,2025-06-28,EQP-00738,Manlift,5.36,4.16,0.5199,0,0,None,39.66,0.403,Downtime
EQEV-00000360,2025-06-29,EQP-00738,Manlift,5.33,1.32,0.5427,0,1,Minor,141.77,0.4098,Failure
EQEV-00000361,2025-01-01,EQP-00741,Compressor,6.4,1.55,0.66,0,0,None,15.14,0.3919,Normal Operation
EQEV-00000362,2025-01-02,EQP-00741,Compressor,4.25,5.17,0.4521,0,0,None,28.65,0.3296,Downtime
EQEV-00000363,2025-01-03,EQP-00741,Compressor,8.2,0.61,0.7546,0,0,None,15.48,0.4203,Normal Operation
EQEV-00000364,2025-01-04,EQP-00741,Compressor,6.25,5.29,0.6816,0,0,None,18.23,0.3984,Downtime
EQEV-00000365,2025-01-05,EQP-00741,Compressor,4.35,4.96,0.4615,0,0,None,21.1,0.3324,Downtime
EQEV-00000366,2025-01-06,EQP-00741,Compressor,6.29,1.85,0.6568,0,0,None,26.43,0.391,Normal Operation
EQEV-00000367,2025-01-07,EQP-00741,Compressor,7.8,3.12,0.7927,0,0,None,17.56,0.4317,Normal Operation
EQEV-00000368,2025-01-08,EQP-00741,Compressor,4.3,0.99,0.4669,0,0,None,14.64,0.334,Normal Operation
EQEV-00000369,2025-01-09,EQP-00741,Compressor,5.82,1.43,0.5482,0,0,None,21.87,0.3584,Normal Operation
EQEV-00000370,2025-01-10,EQP-00741,Compressor,5.6,0.13,0.5718,0,0,None,25.87,0.3655,Normal Operation
EQEV-00000371,2025-01-11,EQP-00741,Compressor,6.19,0.85,0.6397,0,0,None,15.41,0.3858,Normal Operation
EQEV-00000372,2025-01-12,EQP-00741,Compressor,5.87,0.72,0.619,0,0,None,17.3,0.3796,Normal Operation
EQEV-00000373,2025-01-13,EQP-00741,Compressor,6.81,4.45,0.6204,0,0,None,23.33,0.38,Downtime
EQEV-00000374,2025-01-14,EQP-00741,Compressor,6.52,0.59,0.6671,0,0,None,14.33,0.394,Normal Operation
EQEV-00000375,2025-01-15,EQP-00741,Compressor,5.95,9.03,0.5789,0,0,None,26.71,0.3676,Downtime
EQEV-00000376,2025-01-16,EQP-00741,Compressor,5.54,0.95,0.5539,0,0,None,25.66,0.3601,Normal Operation
EQEV-00000377,2025-01-17,EQP-00741,Compressor,5.3,1.22,0.5393,0,0,None,17.54,0.3557,Normal Operation
EQEV-00000378,2025-01-18,EQP-00741,Compressor,4.58,0.87,0.5085,0,0,None,18.84,0.3465,Normal Operation
EQEV-00000379,2025-01-19,EQP-00741,Compressor,5.14,5.61,0.5107,0,0,None,13.25,0.3471,Downtime
EQEV-00000380,2025-01-20,EQP-00741,Compressor,5.86,0.84,0.6023,0,0,None,10.46,0.3746,Normal Operation
EQEV-00000381,2025-01-21,EQP-00741,Compressor,7.55,0.38,0.7229,0,0,None,26.89,0.4108,Normal Operation
EQEV-00000382,2025-01-22,EQP-00741,Compressor,7.21,1.96,0.6963,0,0,None,16.01,0.4028,Normal Operation
EQEV-00000383,2025-01-23,EQP-00741,Compressor,7.48,2.08,0.6868,0,0,None,12.99,0.4,Normal Operation
EQEV-00000384,2025-01-24,EQP-00741,Compressor,6.58,3.11,0.6109,0,0,None,19.9,0.3772,Normal Operation
EQEV-00000385,2025-01-25,EQP-00741,Compressor,4.96,3.96,0.5348,0,0,None,14.07,0.3544,Normal Operation
EQEV-00000386,2025-01-26,EQP-00741,Compressor,5.59,1.19,0.5392,0,0,None,11.29,0.3557,Normal Operation
EQEV-00000387,2025-01-27,EQP-00741,Compressor,5.78,6.2,0.5264,0,0,None,23.15,0.3518,Downtime
EQEV-00000388,2025-01-28,EQP-00741,Compressor,6.61,5.02,0.6012,0,0,None,14.62,0.3743,Downtime
EQEV-00000389,2025-01-29,EQP-00741,Compressor,7.34,3.98,0.7016,1,0,None,49.66,0.4044,Maintenance
EQEV-00000390,2025-01-30,EQP-00741,Compressor,5.95,1.91,0.5885,0,0,None,15.46,0.3705,Normal Operation
EQEV-00000391,2025-01-31,EQP-00741,Compressor,6.19,0.83,0.68,0,0,None,14.13,0.3979,Normal Operation
EQEV-00000392,2025-02-01,EQP-00741,Compressor,5.02,6.29,0.4798,0,0,None,23.24,0.3379,Downtime
EQEV-00000393,2025-02-02,EQP-00741,Compressor,5.26,1.12,0.5104,1,0,None,60.7,0.347,Maintenance
EQEV-00000394,2025-02-03,EQP-00741,Compressor,6.97,2.65,0.7404,0,0,None,17.2,0.416,Normal Operation
EQEV-00000395,2025-02-04,EQP-00741,Compressor,6.07,1.1,0.6155,0,0,None,22.79,0.3786,Normal Operation
EQEV-00000396,2025-02-05,EQP-00741,Compressor,7.43,0.96,0.708,0,0,None,11.86,0.4063,Normal Operation
EQEV-00000397,2025-02-06,EQP-00741,Compressor,5.54,3.52,0.5992,0,1,Moderate,59.06,0.3737,Failure
EQEV-00000398,2025-02-07,EQP-00741,Compressor,4.81,1.2,0.5099,0,1,Minor,79.78,0.3469,Failure
EQEV-00000399,2025-02-08,EQP-00741,Compressor,5.84,0.25,0.5782,0,0,None,12.3,0.3674,Normal Operation
EQEV-00000400,2025-02-09,EQP-00741,Compressor,5.69,6.96,0.5191,0,0,None,28.94,0.3496,Downtime
EQEV-00000401,2025-02-10,EQP-00741,Compressor,7.15,2.63,0.6976,0,0,None,29.39,0.4032,Normal Operation
EQEV-00000402,2025-02-11,EQP-00741,Compressor,6.45,4.12,0.626,0,0,None,23.64,0.3817,Downtime
EQEV-00000403,2025-02-12,EQP-00741,Compressor,5.78,3.3,0.5746,0,0,None,26.58,0.3663,Normal Operation
EQEV-00000404,2025-02-13,EQP-00741,Compressor,6.66,5.65,0.6395,0,0,None,10.99,0.3858,Downtime
EQEV-00000405,2025-02-14,EQP-00741,Compressor,5.21,0.75,0.5025,0,0,None,13.89,0.3447,Normal Operation
EQEV-00000406,2025-02-15,EQP-00741,Compressor,6.79,2.8,0.631,0,0,None,14.62,0.3832,Normal Operation
EQEV-00000407,2025-02-16,EQP-00741,Compressor,5.87,0.36,0.535,0,0,None,18.02,0.3544,Normal Operation
EQEV-00000408,2025-02-17,EQP-00741,Compressor,7.33,4.25,0.6915,0,0,None,12.72,0.4014,Downtime
EQEV-00000409,2025-02-18,EQP-00741,Compressor,5.9,0.72,0.5882,1,0,None,121.9,0.3704,Maintenance
EQEV-00000410,2025-02-19,EQP-00741,Compressor,5.22,3.8,0.567,0,0,None,15.38,0.364,Normal Operation
EQEV-00000411,2025-02-20,EQP-00741,Compressor,4.75,1.0,0.5075,0,0,None,19.74,0.3462,Normal Operation
EQEV-00000412,2025-02-21,EQP-00741,Compressor,5.4,1.06,0.5241,0,0,None,15.28,0.3512,Normal Operation
EQEV-00000413,2025-02-22,EQP-00741,Compressor,6.73,6.59,0.6592,1,0,None,49.66,0.3917,Maintenance
EQEV-00000414,2025-02-23,EQP-00741,Compressor,5.14,3.58,0.4832,0,0,None,22.67,0.3389,Normal Operation
EQEV-00000415,2025-02-24,EQP-00741,Compressor,6.14,4.36,0.5603,0,0,None,24.45,0.362,Downtime
EQEV-00000416,2025-02-25,EQP-00741,Compressor,7.74,0.78,0.7337,0,0,None,15.56,0.414,Normal Operation
EQEV-00000417,2025-02-26,EQP-00741,Compressor,6.41,5.73,0.6094,0,0,None,11.61,0.3767,Downtime
EQEV-00000418,2025-02-27,EQP-00741,Compressor,6.44,1.25,0.6804,0,0,None,15.98,0.398,Normal Operation
EQEV-00000419,2025-02-28,EQP-00741,Compressor,6.0,7.07,0.6291,0,0,None,11.08,0.3826,Downtime
EQEV-00000420,2025-03-01,EQP-00741,Compressor,5.0,5.08,0.5289,0,1,Minor,126.11,0.3526,Failure
EQEV-00000421,2025-03-02,EQP-00741,Compressor,5.13,2.28,0.4873,0,0,None,22.43,0.3401,Normal Operation
EQEV-00000422,2025-03-03,EQP-00741,Compressor,5.42,1.58,0.5712,0,0,None,21.88,0.3653,Normal Operation
EQEV-00000423,2025-03-04,EQP-00741,Compressor,5.44,5.68,0.5842,0,0,None,14.61,0.3692,Downtime
EQEV-00000424,2025-03-05,EQP-00741,Compressor,6.0,1.06,0.6153,0,0,None,18.62,0.3785,Normal Operation
EQEV-00000425,2025-03-06,EQP-00741,Compressor,6.48,3.06,0.5933,0,0,None,16.44,0.3719,Normal Operation
EQEV-00000426,2025-03-07,EQP-00741,Compressor,4.72,1.32,0.4621,0,0,None,25.14,0.3326,Normal Operation
EQEV-00000427,2025-03-08,EQP-00741,Compressor,5.15,0.97,0.5351,0,0,None,26.99,0.3545,Normal Operation
EQEV-00000428,2025-03-09,EQP-00741,Compressor,5.25,0.41,0.4909,1,0,None,48.46,0.3412,Maintenance
EQEV-00000429,2025-03-10,EQP-00741,Compressor,6.29,0.34,0.5764,0,0,None,23.08,0.3668,Normal Operation
EQEV-00000430,2025-03-11,EQP-00741,Compressor,5.37,4.11,0.5216,0,0,None,23.77,0.3504,Downtime
EQEV-00000431,2025-03-12,EQP-00741,Compressor,6.08,1.54,0.6142,0,0,None,15.17,0.3782,Normal Operation
EQEV-00000432,2025-03-13,EQP-00741,Compressor,6.37,3.56,0.6588,0,0,None,20.45,0.3916,Normal Operation
EQEV-00000433,2025-03-14,EQP-00741,Compressor,6.37,0.47,0.6139,0,0,None,10.66,0.3781,Normal Operation
EQEV-00000434,2025-03-15,EQP-00741,Compressor,6.39,9.42,0.6071,0,0,None,15.77,0.376,Downtime
EQEV-00000435,2025-03-16,EQP-00741,Compressor,6.12,0.69,0.5566,0,0,None,23.78,0.3609,Normal Operation
EQEV-00000436,2025-03-17,EQP-00741,Compressor,6.76,1.71,0.7214,0,0,None,13.47,0.4103,Normal Operation
EQEV-00000437,2025-03-18,EQP-00741,Compressor,4.86,1.01,0.5313,0,0,None,28.74,0.3533,Normal Operation
EQEV-00000438,2025-03-19,EQP-00741,Compressor,6.59,4.54,0.6323,0,0,None,11.32,0.3836,Downtime
EQEV-00000439,2025-03-20,EQP-00741,Compressor,5.81,0.87,0.5293,0,0,None,10.6,0.3527,Normal Operation
EQEV-00000440,2025-03-21,EQP-00741,Compressor,6.64,1.61,0.6825,0,0,None,19.46,0.3987,Normal Operation
EQEV-00000441,2025-03-22,EQP-00741,Compressor,4.3,4.47,0.4717,0,0,None,15.47,0.3354,Downtime
EQEV-00000442,2025-03-23,EQP-00741,Compressor,4.36,0.71,0.4817,0,0,None,20.71,0.3384,Normal Operation
EQEV-00000443,2025-03-24,EQP-00741,Compressor,6.18,2.77,0.6637,0,0,None,22.56,0.393,Normal Operation
EQEV-00000444,2025-03-25,EQP-00741,Compressor,6.62,1.8,0.6735,0,0,None,16.72,0.396,Normal Operation
EQEV-00000445,2025-03-26,EQP-00741,Compressor,7.46,7.16,0.7053,0,0,None,10.07,0.4055,Downtime
